"iri","val"
"http://purl.obolibrary.org/obo/PATO_0000122","obib"
"http://purl.obolibrary.org/obo/PATO_0000122","omiabis"
"http://purl.obolibrary.org/obo/PATO_0000122","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000122","oostt"
"http://purl.obolibrary.org/obo/PATO_0000122","to"
"http://purl.obolibrary.org/obo/PATO_0000122","upheno"
"http://purl.obolibrary.org/obo/PATO_0000122","wbphenotype"
"http://purl.obolibrary.org/obo/PATO_0000122","zp"
"http://purl.obolibrary.org/obo/PATO_0000123","flopo"
"http://purl.obolibrary.org/obo/PATO_0000124","flopo"
"http://purl.obolibrary.org/obo/PATO_0000125","agro"
"http://purl.obolibrary.org/obo/PATO_0000125","caro"
"http://purl.obolibrary.org/obo/PATO_0000125","cheminf"
"http://purl.obolibrary.org/obo/PATO_0000125","dideo"
"http://purl.obolibrary.org/obo/PATO_0000125","dron"
"http://purl.obolibrary.org/obo/PATO_0000125","duo"
"http://purl.obolibrary.org/obo/PATO_0000125","eco"
"http://purl.obolibrary.org/obo/PATO_0000125","envo"
"http://purl.obolibrary.org/obo/PATO_0000125","flopo"
"http://purl.obolibrary.org/obo/PATO_0000125","gaz"
"http://purl.obolibrary.org/obo/PATO_0000125","iao"
"http://purl.obolibrary.org/obo/PATO_0000125","mp"
"http://purl.obolibrary.org/obo/PATO_0000125","ms"
"http://purl.obolibrary.org/obo/PATO_0000125","oba"
"http://purl.obolibrary.org/obo/PATO_0000125","obcs"
"http://purl.obolibrary.org/obo/PATO_0000125","obi"
"http://purl.obolibrary.org/obo/PATO_0000125","obib"
"http://purl.obolibrary.org/obo/PATO_0000125","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000125","oostt"
"http://purl.obolibrary.org/obo/PATO_0000125","pdro"
"http://purl.obolibrary.org/obo/PATO_0000125","stato"
"http://purl.obolibrary.org/obo/PATO_0000125","to"
"http://purl.obolibrary.org/obo/PATO_0000125","uo"
"http://purl.obolibrary.org/obo/PATO_0000125","upheno"
"http://purl.obolibrary.org/obo/PATO_0000126","flopo"
"http://purl.obolibrary.org/obo/PATO_0000127","flopo"
"http://purl.obolibrary.org/obo/PATO_0000128","agro"
"http://purl.obolibrary.org/obo/PATO_0000128","flopo"
"http://purl.obolibrary.org/obo/PATO_0000128","hp"
"http://purl.obolibrary.org/obo/PATO_0000128","mp"
"http://purl.obolibrary.org/obo/PATO_0000128","ms"
"http://purl.obolibrary.org/obo/PATO_0000128","oba"
"http://purl.obolibrary.org/obo/PATO_0000128","ontoneo"
"http://purl.obolibrary.org/obo/PATO_0000128","opmi"
"http://purl.obolibrary.org/obo/PATO_0000128","to"
"http://purl.obolibrary.org/obo/PATO_0000128","uo"
"http://purl.obolibrary.org/obo/PATO_0000128","upheno"
"http://purl.obolibrary.org/obo/PATO_0000128","zp"
"http://purl.obolibrary.org/obo/PATO_0000129","flopo"
"http://purl.obolibrary.org/obo/PATO_0000130","flopo"
"http://purl.obolibrary.org/obo/PATO_0000131","flopo"
"http://purl.obolibrary.org/obo/PATO_0000132","flopo"
